id,PROJECTNUMBER,MW,PROJECT_CITY,STATE,PROJECT_COUNTRY,CORE_MARKET,PROJECT_TYPE,SIZE_BUILDINGSIZE,NUMFLOORS,NUMROOMS,NUMBEDS,invoiceId,invoiceDate,invoiceTotal,ItemDescription,MasterItemNo,QtyShipped,UOM,ExtendedQuantity,PriceUOM,UnitPrice,ExtendedPrice,CONSTRUCTION_START_DATE,SUBSTANTIAL_COMPLETION_DATE,REVISED_ESTIMATE
6009,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1309,2/13/2024,596216.72,"5/8"" x 4' x 9'4-1/4"" CT M2Tech Type X",63302,312,PC,11.674,MS,48012.5,560499.595,8/15/2022 0:00,1/21/2025 0:00,23204555261
10767,A0-0261,,Kochi,Kerala,India,Wellness,Health Center,15000,,,14,B0-2762,8/17/2023,3899839.11,"6"" x 24' Stud 1-5/8"" Flange 16ga",40328,75,PC,1.8,ML,233800,420840,11/15/2022 0:00,1/31/2024 12:00,1229106473
11745,A0-0148,,Guwahati,Assam,India,Enterprise,Workspace,92942,,,,B0-3146,11/21/2023,66851.77,2 x 4 x 10 #2 Pressure Treated Lumber,63653,16,PC,16,PC,662.155,10594.48,6/1/2023 0:00,8/23/2024 12:00,1481952253
3281,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0658,1/25/2023,363933.08,"1-1/4"" Sharp Fine Point Drywall Screw
Grabber",32371,10,box,10,,7783.87,,10/19/2020 0:00,7/10/2023 12:00,12657755648
1412,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0319,6/23/2023,140779.33,"WOODEN HANDLE WAREHOUSE CORN AND FIBER
BROOM MAGNOLIA BRUSH",32509,1,,,,1300.095,1300.095,10/15/2020 0:00,1/11/2024 12:00,3422320092
9444,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-2326,5/8/2023,73684.575,"6"" x 10' Track 1-1/4"" Leg 18ga",58208,20,PC,0.2,ML,155226.5,31045.3,9/12/2022 0:00,10/2/2023 0:00,4131524341
12984,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-3630,9/27/2024,1993334.545,"1-1/2"" x 1-1/2"" x 10' Angle 16ga 54mil",61332,300,PC,3,ML,75985,227955,12/5/2022 0:00,6/23/2025 0:00,22955715208
12994,A0-0112,,Chennai,Tamil Nadu,India,Future Tech,Critical Ops,200000,,,,B0-3636,10/14/2024,66390.85,12' Hanger Wire 12ga 50LB 133pc,65354,1,BD,1,BD,6095.5,6095.5,4/3/2023 0:00,11/29/2024 0:00,5033421050
7406,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1659,5/9/2024,232827.225,"6"" x 20' Track 1-1/4"" Leg 20ga (33mil)",60141,4,PC,0.08,ML,104792.5,8383.4,1/1/2024 0:00,12/31/2024 0:00,2514686544
11610,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-3095,11/20/2023,299636.41,"#6 x 7/16"" Scorpion Pan Head Drill Point Zinc 15M",63328,1,BX,1,BX,13464.375,13464.375,4/3/2023 0:00,2/28/2025 17:00,4359775970
516,A0-0010,,Jaipur,Rajasthan,India,Bio Innovation,Workspace,165000,,,,B0-0134,1/26/2023,13525.33,20A 125V T/L FEMALE RECEPTACLE,26793,3,,,,1594.85,4784.55,1/28/2019 0:00,11/7/2024 12:00,3510898566
6159,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-1360,2/22/2024,163875.43,"3-5/8"" x 10' Stud 1-5/8"" Flange 18ga",63667,60,PC,0.6,ML,132347.5,79408.5,11/1/2022 0:00,6/11/2025 0:00,7712088582
479,A0-0010,,Jaipur,Rajasthan,India,Bio Innovation,Workspace,165000,,,,B0-0131,1/25/2023,554171.965,"48"" LHRP ROLLED STEP SHOVEL RAZOR-BACK
AMES",32911,4,,,,2181.02,8724.08,1/28/2019 0:00,11/7/2024 12:00,3510898566
12344,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3363,6/26/2024,176307.745,"6"" x 22' Heavy-Duty Stud HDS 3"" Flange 12ga",61034,2,PC,0.044,ML,942965.5,41490.315,8/15/2022 0:00,1/21/2025 0:00,23204555261
7748,A0-0044,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,50000,,,,B0-1752,6/7/2024,35294.615,Ramset .27 Caliber Yellow Strip load 100,32498,7,BX,7,BX,1231.625,8621.375,12/16/2022 0:00,12/31/2024 0:00,1047313632
12925,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3613,9/13/2024,440450.81,"4"" x 17' Stud 2"" Flange 16ga",60661,20,PC,0.34,ML,133850.5,45509.17,10/18/2021 0:00,6/2/2026 0:00,15701858802
2648,A0-0058,,Mumbai,Maharashtra,India,Enterprise,Workspace,0,0,0,0,B0-0555,11/6/2023,21009.435,Dewalt DCS374B wheel rear,64924,1,each,,,2183.525,,5/22/2023 0:00,11/23/2023 12:00,83532899
12786,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3563,8/30/2024,854766.12,"3-5/8"" x 14' Stud 2"" Flange 14ga",60649,40,PC,0.56,ML,190547,106706.32,10/18/2021 0:00,6/2/2026 0:00,15701858802
7636,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1724,6/6/2024,501826.65,"5-1/8"" x 48"" Danback Flexible Wood Backing 16""OC
250PC",60531,100,EA,100,EA,709.75,70975,1/1/2024 0:00,12/31/2024 0:00,2514686544
6900,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1573,4/17/2024,88377.235,"2-1/2"" x 10' Stud 1-5/8"" Flange 16ga",59981,6,PC,0.06,ML,122995.5,7379.73,11/19/2019 0:00,1/24/2025 12:00,15539779791
2041,A0-0069,,Jammu,Jammu & Kashmir,India,Misc Market,Health Center,15000,0,0,0,B0-0453,3/28/2023,78125.105,"1-1/4"" Self Drill Zinc Drywall Screw
Grabber",32072,1,box,1,,9265.995,,9/4/2019 0:00,6/30/2022 0:00,3860820145
7692,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1733,6/6/2024,71207.965,"6"" x 10' Slotted Slip Track 2-1/2"" Leg 18ga 43mil",60966,4,PC,0.04,ML,231295,9251.8,1/1/2024 0:00,12/31/2024 0:00,2514686544
1034,A0-0014,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,680000,8,,,B0-0227,4/13/2023,36647.315,"3/4""X36"" PVC VAPOR STAKE",64249,100,,,,217.935,21793.5,4/11/2022 0:00,9/17/2024 12:00,7554544515
8355,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1944,2/20/2023,26158.88,"6"" ProX Header Clip 16ga 54mil",61508,40,EA,40,EA,288.075,11523,11/19/2019 0:00,1/24/2025 12:00,15539779791
10866,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-2785,8/23/2023,31173.055,"5/8"" x 4' x 10' Type X Drywall",61289,16,PC,0.64,MS,39245,25116.8,9/12/2022 0:00,10/2/2023 0:00,4131524341
2599,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0548,9/26/2023,97928.8,"Cert R11 3.5""x16""x96"" Unfaced
170.67 sf/bag",48811,3,Bag,512.01,,35070,,2/27/2023 0:00,11/30/2023 0:00,169152463
10673,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-2725,8/8/2023,68996.885,"3/4"" x 4' x 8' ClarkDietrich Barrier Mesh 9ga",63830,6,PC,6,PC,10383.225,62299.35,11/19/2019 0:00,1/24/2025 12:00,15539779791
6192,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1371,3/12/2024,1755195.05,"3-5/8"" x 10' Track 1-1/4"" Leg 16ga",41912,16,PC,0.16,ML,119822.5,19171.6,1/1/2024 0:00,12/31/2024 0:00,2514686544
9748,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-2416,4/6/2023,407970.145,"3-5/8"" × 10' Slotted Slip Track 2-1/2"" Leg 20ga 30mil",60938,12,PC,0.12,ML,164745.5,19769.46,9/1/2020 0:00,4/5/2024 0:00,1642865619
11737,A0-0189,,Vadodara,Gujarat,India,Enterprise,Workspace,114807,4,,,B0-3142,11/22/2023,109043.485,10' Trim Tex Fast Edge Paper 50/bx,63359,1,CT,0.5,ML,31980.5,15990.25,6/1/2023 0:00,1/18/2024 17:00,1730968970
7238,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-1628,4/30/2024,189295.335,Westpac TNT 50# Ctn,28234,48,CT,48,CT,868.4,41683.2,5/1/2023 0:00,8/22/2024 17:00,2838119884
7811,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-1772,1/16/2023,997354.06,"6"" x 16' Track 1-1/4"" Leg 16ga (54mil)",51249,8,PC,0.128,ML,312540.5,40004.85,9/2/2019 0:00,12/29/2023 17:00,15673671106
9097,A0-0248,,Ranchi,Jharkhand,India,Wellness,Ambulatory Care,12866,,,,B0-2203,4/11/2023,16639.88,"#6 × 1-1/4"" Grabber Bugle Head Fine Thread Streaker
Point 8M",32371,1,BX,1,BX,5928.5,5928.5,2/20/2023 0:00,10/3/2023 12:00,140673285
13351,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-3793,12/5/2024,553605,"5/8"" x 4' x 10' Type X Drywall",61289,312,PC,12.48,MS,41750,521040,5/6/2022 0:00,5/30/2025 0:00,15598821597
345,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0094,8/23/2023,10948.52,"4MIL 20'X100' CLEAR POLYFILM VISQUEEN
SOLD/ROLL",62914,1,,,,6210.73,6210.73,10/15/2020 0:00,1/11/2024 12:00,3422320092
5522,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-1184,1/25/2024,576842.215,"3-5/8"" x 12' Stud 2-1/2"" Flange 16ga",60652,120,PC,1.44,ML,138359.5,199237.68,5/1/2023 0:00,8/22/2024 17:00,2838119884
7389,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1656,5/17/2024,352056.04,"6"" x 10' C-T Stud 18ga 43mil",61017,14,PC,0.14,ML,219354.5,30709.63,2/3/2020 0:00,10/31/2025 0:00,34925565107
7016,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1595,4/30/2024,1486082.9,"10"" x 10'1-5/8"" Stud 2"" Flange 16ga",59900,34,PC,0.345,ML,313960,108191.785,1/1/2024 0:00,12/31/2024 0:00,2514686544
1872,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0421,2/22/2023,84079.49,"Nitro Ninja 6' Pre Tie Wire w/ Pin &
Clip BPF",63648,5,Bndl,5,,15376.525,,10/19/2020 0:00,7/10/2023 12:00,12657755648
2978,A0-0067,,Aurangabad,Maharashtra,India,Bio Innovation,Pharma Synth,10000,0,0,0,B0-0617,1/5/2023,537254.03,"Arm 7800 12'x7/8"" Wall Angle White
30pc/bx",63831,60,PCS,720,,54275,,10/3/2022 0:00,2/10/2023 12:00,189819214
10939,A0-0163,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-2817,9/12/2023,903379.82,"6"" x 11'4"" Stud 1-1/4"" Flange 20ga EQ",60830,80,PC,0.907,ML,70975,64350.11,5/26/2023 0:00,5/2/2025 8:00,714978787.5
3987,A0-0079,,Mumbai,Maharashtra,India,Enterprise,Workspace,6133,0,0,0,B0-0537,8/31/2023,65808.855,"5/8"" Firecode Drywall 4' x 10'",58225,4,PCS,160,,48012.5,,5/30/2023 0:00,10/4/2023 12:00,184506781.2
7210,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1619,4/25/2024,1241536.45,"10' Beadex Paper-Faced Tape-On Extra Wide Even
Leg Corner Bead 50/bx",62108,5,CT,2.5,ML,38827.5,97068.75,2/3/2020 0:00,10/31/2025 0:00,34925565107
12899,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-3604,9/13/2024,876896.125,"4"" x 12' C-H Stud 18ga 43mil",60996,150,PC,1.8,ML,133349.5,240029.1,12/5/2022 0:00,6/23/2025 0:00,22955715208
2889,A0-0076,,Kolhapur,Maharashtra,India,Bio Innovation,Pharma Synth,2800,0,0,0,B0-0602,6/2/2023,90865.535,"Rockwool 2""x24""x48 AFB 96sf/bag",66178,2,bag,192,,55277,,5/5/2023 0:00,10/20/2023 12:00,59052536
9024,A0-0208,,Delhi,Delhi,India,Wellness,Health Center,31200,,,,B0-2175,4/4/2023,-15150.24,6' Hanger Wire 12ga with Clip / Pin 100/BD,43457,4,BD,4,BD,6262.5,25050,11/1/2022 0:00,7/3/2023 12:00,951166124.3
4624,A0-0123,,Bhopal,Madhya Pradesh,India,Bio Innovation,R&amp;D Laboratories,1565320,4,,,B0-0835,4/23/2024,,"RUST PREVENTATIVE SPRAY PRIMER, RED, 15 O",58178,1,,,,1344.35,,11/28/2022 0:00,6/30/2027 0:00,55559291247
9202,A0-0264,,Vadodara,Gujarat,India,Enterprise,Workspace,35000,,,,B0-2246,4/21/2023,35156.84,National Quick Set Lite 90 Min 18# Bag,66753,1,BG,1,BG,1052.1,1052.1,7/1/2022 0:00,6/7/2023 12:00,449352686.6
4819,A0-0138,,Ahmedabad,Gujarat,India,Wellness,Health Center,2500,0,0,0,B0-0960,5/25/2023,,"SILICONE SEALANT,CLEAR,786",62618,21,,,,1545.585,,11/11/2019 0:00,7/29/2024 12:00,516739665.7
9061,A0-0115,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,988000,,,,B0-2191,4/14/2023,1498338.195,"12' x 1.64"" USG NON Fire Rated 15/16"" Main Tee
Donn DX Flat White 050 20/BX",49025,4,PC,0.048,ML,81245.5,3899.45,7/15/2021 0:00,12/20/2024 12:00,92837749723
8736,A0-0027,,Bengaluru,Karnataka,India,Future Tech,R&amp;D Laboratories,10000,,,,B0-2069,3/13/2023,253178.68,"2"" x 300' Westpac Mesh Tape White 24/bx",62095,1,RL,1,RL,375.75,375.75,6/7/2021 0:00,7/14/2025 12:00,3779120214
221,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0069,5/22/2023,327729.15,50LB 16D DUPLEX NAIL SOLD/BOX,62985,3,,,,3614.715,10844.145,2/3/2020 0:00,10/31/2025 0:00,34925565107
12341,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3361,6/21/2024,364531.775,3/4 x 4 x 8 CDX Fire-Rated Plywood,26930,20,PC,20,PC,5691.36,113827.2,8/15/2022 0:00,1/21/2025 0:00,23204555261
10058,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2503,8/11/2023,467056.415,"2-1/2"" x 9'6"" C-T Stud 20ga 33mil",60986,28,PC,0.266,ML,125834.5,33471.81,8/15/2022 0:00,1/21/2025 0:00,23204555261
11460,A0-0019,,Gwalior,Madhya Pradesh,India,Bio Innovation,R&amp;D Laboratories,25000,,,,B0-3051,10/26/2023,27362.115,18# USG Easy Sand 45 Joint Compound 18# Bag,66711,25,BG,25,BG,1022.875,25571.875,6/5/2023 0:00,5/2/2024 8:00,664015258.9
11168,A0-0125,,Aurangabad,Maharashtra,India,Future Tech,Critical Ops,48,,,,B0-2911,10/20/2023,537928.71,"7/8"" x 2' x 2' USG Mars High NRC FLB 40SF White
10/CT",59804,42,CT,1.68,MS,293085,492382.8,6/1/2022 0:00,5/31/2025 0:00,48479722054
8277,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1913,2/7/2023,2226580.105,"3-5/8"" ProX Header Clip 16ga (54mil)",61506,12,EA,12,EA,208.75,2505,11/19/2019 0:00,1/24/2025 12:00,15539779791
8012,A0-0208,,Delhi,Delhi,India,Wellness,Health Center,31200,,,,B0-1821,1/12/2023,589473.26,"3-5/8"" x 10' Slotted Slip Track 2-1/2"" Leg 20ga EQ",60937,40,PC,0.4,ML,159485,63794,11/1/2022 0:00,7/3/2023 12:00,951166124.3
8158,A0-0219,,Indore,Madhya Pradesh,India,Misc Market,Learning Hub,40000,2,0,0,B0-1866,1/27/2023,1300442.36,"4"" x 17' Stud 1-5/8"" Flange 16ga",60577,90,PC,1.53,ML,152638,233536.14,12/14/2021 0:00,11/17/2023 12:00,3600136735
4017,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0547,9/22/2023,52186.665,"Dow 2"" Extruded XPS Foam 25lb 4x8",65660,4,each,128,,148463,,10/19/2020 0:00,7/10/2023 12:00,12657755648
7467,A0-0148,,Guwahati,Assam,India,Enterprise,Workspace,92942,,,,B0-1681,5/22/2024,696529.445,"5/8"" x 4' x 8' Type X Drywall",61289,312,PC,9.984,MS,41750,416832,6/1/2023 0:00,8/23/2024 12:00,1481952253
4249,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0724,3/7/2023,2772234.235,"2-1/2"" 20ga J/TABJ Track 10' 4""",63581,8,PCS,82.66,,119906,,10/19/2020 0:00,7/10/2023 12:00,12657755648
10266,A0-0154,,Pune,Maharashtra,India,Wellness,Ambulatory Care,400000,0,0,73,B0-2574,7/13/2023,202071.67,"6"" x 16' Stud 1-5/8"" Flange 18ga 
unpunched",50921,8,PC,0.128,ML,121826.5,15593.625,10/1/2021 0:00,12/31/2025 0:00,43218949493
13182,A0-0147,,Aligarh,Uttar Pradesh,India,Enterprise,Workspace,191836,0,0,0,B0-3701,10/24/2024,2580.15,"1-1/4"" Ramset Pins w/Washer 100pc",32114,1,BX,1,BX,1085.5,1085.5,3/21/2023 0:00,3/10/2025 0:00,6265556806
9396,A0-0020,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,1400000,2,,,B0-2305,6/12/2023,1608708.495,"6"" x 24'7"" Stud 2"" Flange 18ga",60720,96,PC,2.36,ML,146125,344854.165,6/13/2022 0:00,2/4/2026 0:00,1.34E+11
11246,A0-0156,,Nagpur,Maharashtra,India,Wellness,Health Center,583000,,,,B0-2933,11/8/2023,423235.615,"USG Donn Seismic Perimeter Attachment Clip
100/PC #",60202,1,PA,0.1,MP,75730.325,7573.45,11/28/2018 0:00,8/23/2024 0:00,23273459144
5869,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-1269,2/15/2024,1112470.5,"1-1/2"" x 10' Furring / Hat Channel 18ga 43mil",61390,80,PC,0.8,ML,99782.5,79826,12/5/2022 0:00,6/23/2025 0:00,22955715208
6488,A0-0156,,Nagpur,Maharashtra,India,Wellness,Health Center,583000,,,,B0-1452,3/21/2024,71847.575,"USG Donn Seismic Perimeter Attachment Clip
100/PC #",60202,1,PA,0.1,MP,91620.375,9162.455,11/28/2018 0:00,8/23/2024 0:00,23273459144
8440,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-1971,2/22/2023,393123.01,"3-5/8"" × 5' Stud 1-1/4"" Flange 20ga (30mil)",60035,12,PC,0.06,ML,71726.5,4303.59,9/1/2020 0:00,4/5/2024 0:00,1642865619
7854,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-1794,1/31/2023,2309017.15,"3-5/8"" x 26'3"" Stud 1-5/8"" Flange 20ga 33mil",63666,6,PC,0.158,ML,130176.5,20502.59,9/2/2019 0:00,12/29/2023 17:00,15673671106
1265,A0-0013,,Jaipur,Rajasthan,India,Bio Innovation,R&amp;D Laboratories,7000,,,,B0-0275,5/23/2023,21043.67,"HUC48TF CONCEALED FLANGE U HANGER
SIMPSON",64157,6,,,,2563.45,15380.7,12/1/2022 0:00,9/19/2023 12:00,169667658
9595,A0-0221,,Pune,Maharashtra,India,Misc Market,Workspace,131500,,,,B0-2391,6/8/2023,132916.135,"2-1/2"" x 10' Track 1-1/2"" Leg 20ga 33mil",59998,3,PC,0.03,ML,72060.5,2161.815,12/15/2021 0:00,3/24/2023 12:00,1537624684
4242,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0724,3/7/2023,2772234.235,"8"" 20ga CSJ Stud 13'",63757,10,PCS,130,,200149.5,,10/19/2020 0:00,7/10/2023 12:00,12657755648
5651,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1220,2/9/2024,904037.8,"6"" x 10' Track 2"" Leg 16ga",60196,32,PC,0.32,ML,213760,68403.2,11/19/2019 0:00,1/24/2025 12:00,15539779791
7667,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1727,6/3/2024,536500.025,"#6 x 1-1/4"" Scorpion Bugle Head Drill Point Zinc 8M",46796,3,BX,3,BX,8976.25,26928.75,5/6/2022 0:00,5/30/2025 0:00,15598821597
12206,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-3314,4/10/2024,17769.635,"6"" x 10' Track 1-1/4"" Leg 20ga (33mil)",51248,10,PC,0.1,ML,78072.5,7807.25,5/1/2023 0:00,8/22/2024 17:00,2838119884
9695,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-2413,2/28/2023,499223.12,"3-5/8"" x 12' Stud 1-5/8"" Flange 18ga",60517,18,PC,0.216,ML,122244,26404.37,11/19/2019 0:00,1/24/2025 12:00,15539779791
12328,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3356,6/25/2024,312989.73,"3-5/8"" x 14' Stud 1-5/8"" Flange 20ga (33mil)",60420,30,PC,0.42,ML,114311.5,48010.83,8/15/2022 0:00,1/21/2025 0:00,23204555261
4867,A0-0146,,Aligarh,Uttar Pradesh,India,Future Tech,R&amp;D Laboratories,3500,,,,B0-0998,11/3/2023,,"WIRE ROPE CLIP, U-BOLT,3/16 IN,304 SS",62748,4,,,,481.795,,5/31/2022 0:00,5/31/2025 12:00,118131625
10773,A0-0172,,Kolkata,West Bengal,India,Future Tech,Workspace,13000,,,,B0-2763,9/28/2023,22195.97,"2-1/2"" x 12' Stud 1-1/4"" Flange 20ga EQ",59790,20,PC,0.24,ML,47595,11422.8,4/10/2023 0:00,7/31/2024 0:00,311484486.4
2882,A0-0073,,Jodhpur,Rajasthan,India,Wellness,Health Center,120000,3,0,60,B0-0601,5/22/2023,13920.285,"DeWalt 18GA Impact Shear
Attachment",27066,1,each,1,,5719.75,,5/3/2021 0:00,9/8/2023 12:00,6223919374
1678,A0-0046,,Jodhpur,Rajasthan,India,Wellness,Misc Build,226461,0,0,0,B0-0382,10/24/2023,68504.235,"7"" DRY CUT TURBO DIAMOND BLADE
HUSQVARNA",46281,2,,,,3088.665,6177.33,5/2/2022 0:00,9/12/2024 0:00,5969373767
12153,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-3299,2/26/2024,151063.19,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga (33mil)",53850,50,PC,0.5,ML,55193.5,27596.75,5/1/2023 0:00,8/22/2024 17:00,2838119884
10795,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-2769,8/17/2023,640525.16,"#6 x 1-1/4"" Scorpion Bugle Head Drill Point Zinc 8M",46796,1,BX,1,BX,8976.25,8976.25,5/6/2022 0:00,5/30/2025 0:00,15598821597
902,A0-0030,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,1046120,,,,B0-0198,3/23/2023,972776.67,"40V MAX XGT BRUSHLESS CORDLESS REAR
HANDLE 7-1/4"" CIRCULAR SAW KIT, 4.0 AH
MAKITA
SERIAL NUMBER:
15211Y-15200Y-15209Y-15215Y",50327,4,,,,33399.165,133596.66,6/1/2022 0:00,6/30/2025 0:00,34018793433
10250,A0-0288,,Nashik,Maharashtra,India,Enterprise,Workspace,3360,,,,B0-2573,7/6/2023,342866.865,"4"" x 10' Track 1-1/2"" Leg 16ga",50891,40,PC,0.4,ML,131011.5,52404.6,2/21/2023 0:00,9/12/2023 12:00,326935081.7
12787,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-3564,8/30/2024,194628.48,"4"" x 16' C-H Stud 20ga 33mil",51163,120,PC,1.92,ML,101369,194628.48,12/5/2022 0:00,6/23/2025 0:00,22955715208
2297,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0497,6/27/2023,163134.785,"2-1/2"" 20ga DW Track 10' w/1-1/4"" Leg",61191,10,pcs,100,,52354.5,,2/27/2023 0:00,11/30/2023 0:00,169152463
3403,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0441,3/9/2023,80256.86,"Simpson Yellow Strip Loa d .27 Cal
Shot 100/box",63983,5,box,5,,1669.165,,10/19/2020 0:00,7/10/2023 12:00,12657755648
7614,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1714,6/4/2024,48646.265,"8"" x 10' Track 1-1/4"" Leg 16ga",60777,6,PC,0.06,ML,257096.5,15425.79,8/15/2022 0:00,1/21/2025 0:00,23204555261
297,A0-0017,,Lucknow,Uttar Pradesh,India,Enterprise,Workspace,60000,0,0,0,B0-0086,7/14/2023,8943.685,"R6B 1/10 GAL VIPER LINE MANUAL RATCHET
CARTRIDGE CAULK GUN W/HALF BARREL 6:1
ALBION",64612,1,,,,1295.085,1295.085,8/4/2020 0:00,11/3/2023 0:00,2032049652
11792,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-3156,12/7/2023,1859301.18,"3-5/8"" x 10' Stud 1-5/8"" Flange 16ga Unpunched",40330,30,PC,0.3,ML,130510.5,39153.15,2/3/2020 0:00,10/31/2025 0:00,34925565107
4154,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0698,1/25/2023,187103.46,"C5 Gas Pin 3/4"" .102 Shank 800/Box
Powers",58221,5,box,5,,5290.56,,10/19/2020 0:00,7/10/2023 12:00,12657755648
10899,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2800,8/24/2023,198952.11,Westpac Blue Dot Taping 47# Ctn,62093,48,CT,48,CT,981.125,47094,2/3/2020 0:00,10/31/2025 0:00,34925565107
8407,A0-0212,,Salem,Tamil Nadu,India,Enterprise,Workspace,67085,1,,,B0-1960,2/14/2023,60579.25,"3-5/8"" x 10' Track 1-1/4"" Leg 18ga",60541,4,PC,0.04,ML,105711,4228.44,9/30/2022 0:00,6/23/2023 12:00,383001223.5
